Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,Cpu_speed,HDD,SSD,ppi
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.32,133912,1,0,2.7,0,256,166
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.64,122496,0,0,2.6,0,256,157
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.63,65951,0,0,2.0,0,128,100
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Others,2.8,85095,1,0,1.6,1000,128,127
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,2.02,128265,0,0,2.3,0,256,157
Lenovo,Notebook,Intel Core i7,4,Nvidia GeForce,Windows 10,2.2,76480,0,0,2.7,1000,0,141
Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,43935,0,0,2.0,2000,0,100
Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.3,55996,0,0,2.5,500,0,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,131806,0,0,2.8,0,256,141
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,288382,1,0,2.8,1000,128,127
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,82319,1,0,2.5,500,0,141
Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,124340,1,0,2.7,1000,256,282
Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.3,157842,1,0,2.5,1000,128,141
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.93,131041,0,0,2.8,0,256,141
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.2,76328,0,0,1.6,0,256,141
HP,Notebook,Intel Pentium,4,Intel HD,Windows 10,1.86,38191,0,0,1.6,0,256,141
HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows 10,2.62,172200,0,0,2.8,1000,0,127
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,1.87,82223,1,0,2.7,0,256,157
Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows 10,1.2,133912,0,1,1.8,0,256,276
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.6,70437,0,0,2.0,0,128,157
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.34,109599,1,0,2.7,0,256,276
Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Others,2.4,76385,0,0,2.5,1000,0,141
Asus,Notebook,AMD E-Series,4,AMD Radeon,Windows 10,2.0,33406,0,0,1.8,500,0,100
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,67530,0,0,2.4,0,128,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.87,75140,0,0,2.5,500,0,157
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.15,44256,0,0,2.3,1000,0,141
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.86,38001,0,0,2.0,500,0,141
Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.99,165500,1,0,2.7,0,512,141
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.2,47764,0,0,2.0,0,128,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,106918,0,0,2.5,0,256,141
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,258348,1,0,2.8,1000,256,127
HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.65,52086,0,0,2.0,1000,0,106
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.63,122522,0,0,2.7,1000,0,127
Asus,Notebook,Intel Celeron,4,Intel HD,Linux/Others,2.0,21441,0,0,1.1,500,0,100
Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows 10,2.8,90838,0,0,2.7,1000,128,106
HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,1.91,54455,1,0,2.5,0,128,141
Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.18,59145,0,0,2.0,1000,0,100
Acer,2 in 1 Convertible,Intel Celeron,4,Intel HD,Windows 10,1.25,33406,1,1,2.0,0,0,190
Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.05,60304,0,0,2.7,0,128,141
HP,Ultrabook,Intel Core M,16,Intel HD,Windows 10,1.16,188090,1,1,1.2,0,512,276
Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Windows 10,3.4,287064,1,0,2.8,0,256,127
Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.5,80309,0,0,2.5,1000,128,141
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.21,153056,1,1,1.6,0,128,331
Dell,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.93,91795,0,0,2.6,500,0,100
Lenovo,Notebook,Intel Pentium,4,Intel HD,Windows 10,2.2,32928,0,0,1.1,500,0,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.02,94763,0,0,2.5,500,0,112
HP,Workstation,Intel Core i5,8,Nvidia Quadro,Windows 10,3.14,178134,0,0,2.8,500,0,106
HP,Notebook,Intel Pentium,8,Intel HD,Windows 10,1.94,37235,0,0,1.6,2000,0,112
HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,1.95,62122,1,0,3.0,0,256,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.3,79448,0,0,2.5,0,256,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.05,65568,0,0,1.6,500,0,141
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.24,178518,0,1,2.7,0,512,157
Lenovo,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.6,254902,1,0,2.7,1000,256,127
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,261220,0,0,2.9,1000,512,127
Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux/Others,2.2,71695,0,0,2.7,0,256,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,96536,0,0,2.6,500,0,100
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.49,68823,0,0,2.4,0,128,166
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.93,147159,0,0,2.8,0,256,141
Dell,Netbook,Intel Celeron,4,Intel HD,Linux/Others,1.26,28237,0,0,1.6,0,0,135
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.5,224846,0,0,2.7,1000,128,127
HP,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.78,143389,1,0,2.8,1000,256,127
Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows 10,1.4,160140,1,0,2.6,0,256,157
Lenovo,Notebook,Intel Core i7,12,Intel HD,Windows 10,2.2,58293,0,1,1.8,1000,0,100
Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.73,169424,1,0,2.5,1000,128,127
Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,2.2,70737,0,1,2.5,1000,0,100
Lenovo,Notebook,AMD A-Series,12,AMD Radeon,Windows 10,2.2,90838,0,0,3.6,0,512,141
Dell,2 in 1 Convertible,Intel Core M,4,Intel HD,Windows 10,1.39,57719,0,1,1.0,0,128,135
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,2.8,50636,0,0,2.0,500,0,127
Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.29,43935,0,0,2.3,1000,0,100
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,193833,1,1,2.7,0,512,166
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.7,141091,1,0,2.5,0,256,157
Dell,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.34,159852,0,1,2.5,0,256,176
Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,2.06,168754,0,1,2.8,0,256,141
HP,Notebook,Intel Core i7,8,Intel HD,Windows 10,1.84,116683,0,0,2.7,0,256,141
HP,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,63987,0,0,2.4,500,0,100
Acer,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.6,31492,0,0,1.1,0,0,157
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.14,210488,0,0,2.7,1000,128,127
Dell,Notebook,Intel Core i3,4,AMD Radeon,Linux/Others,2.18,44510,0,0,2.0,1000,0,100
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,220060,0,0,2.8,2000,256,282
Toshiba,Notebook,Intel Core i7,8,Intel HD,Windows 10,2.2,133912,1,0,2.5,0,256,141
Lenovo,Notebook,Intel Core i5,6,Intel HD,Windows 10,2.4,53986,0,0,2.5,1000,0,141
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,2.0,124340,1,1,2.8,0,256,141
Acer,Notebook,Intel Pentium,4,Intel HD,Windows 10,1.6,33406,0,0,1.6,0,0,112
Lenovo,Notebook,Intel Xeon,32,Nvidia Quadro,Windows 10,2.5,468932,1,0,3.1,0,1000,282
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.59,84139,0,0,2.6,1000,0,141
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Others,2.18,42490,0,0,2.0,1000,0,100
Dell,Notebook,Intel Core i3,4,Intel HD,Linux/Others,2.25,34363,0,0,2.0,1000,0,100
Dell,Notebook,Intel Core i5,4,Intel HD,Linux/Others,1.93,83181,0,0,2.6,500,0,100
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.0,111801,0,0,2.8,1000,128,127
Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux/Others,2.18,54465,0,0,2.5,0,128,141
HP,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.84,132955,0,0,2.7,0,512,141
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.94,217080,0,0,2.8,1000,256,141
Acer,2 in 1 Convertible,Intel Celeron,4,Intel HD,Linux/Others,1.25,36278,1,1,1.6,0,0,135
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.31,107589,0,0,2.6,0,256,112
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 7,1.65,140230,0,0,2.3,0,256,157
Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,2.2,74279,0,0,1.6,1000,0,141
HP,Notebook,Intel Core i5,4,Intel HD,Windows 7,1.88,89211,0,0,2.3,500,0,100
Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,86052,0,0,2.7,1000,0,141
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.2,44797,0,0,2.5,0,128,141
Asus,2 in 1 Convertible,Intel Core i5,6,Intel HD,Windows 10,1.5,61166,0,1,2.5,1000,0,166
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,174210,0,0,2.8,0,256,141
Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.1,181868,0,0,2.7,0,512,157
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.62,141570,0,0,2.8,1000,256,141
Lenovo,Notebook,Intel Core i5,4,Intel UHD,Windows 10,1.8,79352,0,0,1.6,0,256,141
Lenovo,Notebook,Intel Core i3,4,Nvidia GeForce,Windows 10,2.2,55422,0,0,2.0,1000,0,141
Asus,Notebook,Intel Celeron,8,Intel HD,Windows 10,2.0,38192,0,0,1.1,1000,0,100
Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.99,86782,0,0,2.5,1000,0,141
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.23,178901,0,1,1.6,0,256,276
Lenovo,Notebook,Intel Celeron,2,Intel HD,Windows 10,1.42,23834,0,0,1.6,0,0,112
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.37,168220,1,1,2.7,0,256,166
Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows 10,2.06,229632,0,1,2.8,0,1000,282
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,106153,1,0,2.8,1000,128,141
HP,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.6,49861,0,0,3.0,1000,0,108
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.14,234514,1,0,2.7,0,512,157
Asus,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.5,111897,1,0,2.8,1000,0,141
Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,43074,0,0,2.0,500,0,100
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.43,26227,0,0,1.6,0,0,112
Acer,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.8,87967,1,0,2.5,0,256,157
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.2,116108,0,0,2.3,0,256,166
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.36,151620,1,0,2.7,0,256,176
Asus,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,3.8,267920,1,0,2.7,0,512,127
Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux/Others,2.4,67865,0,0,2.5,1000,0,141
Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows 10,1.2,138784,0,0,1.6,0,256,166
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.2,114079,0,0,2.8,1000,128,141
HP,Notebook,Intel Core i3,4,Intel HD,No OS,1.86,34928,0,0,2.0,500,0,100
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,101846,1,0,2.5,500,0,141
Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.2,87967,0,0,1.8,0,256,141
Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.2,108642,0,0,1.8,2000,256,141
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,3.31,114481,1,0,2.6,1000,128,141
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,301266,1,0,2.8,1000,512,255
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.56,117640,0,0,2.4,0,256,157
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,2.2,40107,0,0,1.1,500,0,100
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.2,51210,0,0,2.3,500,0,141
HP,Notebook,Intel Core i3,6,AMD Radeon,Windows 10,2.04,51593,0,0,2.0,1000,0,141
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,142314,0,0,2.8,1000,128,127
Toshiba,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.1,47669,0,0,2.1,0,128,100
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.06,91413,0,0,2.5,1000,0,141
HP,Notebook,Intel Core i7,8,AMD Radeon,Windows 10,2.1,71311,0,0,2.7,1000,0,141
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.0,120416,1,0,2.5,0,256,141
Acer,Notebook,Intel Core i3,4,Intel HD,Linux/Others,2.1,39437,0,0,2.0,0,128,100
Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,1.9,78294,0,0,2.5,1000,128,141
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,98974,1,1,2.5,0,256,166
Lenovo,Notebook,AMD E-Series,4,AMD Radeon,Windows 10,2.2,33406,0,0,2.2,0,128,100
HP,2 in 1 Convertible,Intel Core i3,4,Nvidia GeForce,Windows 10,1.63,66908,1,1,2.4,0,128,157
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.4,123862,0,0,2.8,1000,256,141
Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.1,108642,0,0,2.5,0,256,157
HP,2 in 1 Convertible,Intel Celeron,8,Intel HD,Linux/Others,1.4,47381,0,1,1.1,0,0,135
Acer,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,2.5,124340,0,0,2.5,0,256,141
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,95519,0,0,2.5,0,256,141
Asus,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.86,40107,0,0,1.1,0,128,100
Dell,Gaming,Intel Core i5,16,Nvidia GeForce,Windows 10,3.21,196322,0,0,2.5,1000,128,141
HP,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.5,66908,1,0,2.0,0,256,127
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows 10,1.19,143484,1,1,1.8,0,512,166
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,3.49,269332,0,0,2.9,1000,256,141
HP,Notebook,Intel Core i5,4,AMD Radeon,Windows 10,1.86,58639,0,0,2.5,500,0,100
Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows 10,2.2,52232,0,0,2.0,1000,0,100
HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.65,54465,1,0,2.4,2000,0,127
Lenovo,Notebook,Intel Celeron,4,Intel HD,Windows 10,2.1,30439,0,0,1.6,500,0,100
Acer,Notebook,Intel Celeron,4,Intel HD,Linux/Others,1.45,35895,0,0,1.6,0,0,112
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.7,66908,0,0,2.5,0,256,157
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 10,3.14,182633,0,0,2.8,500,0,127
Lenovo,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows 10,1.42,247915,0,1,2.7,0,256,210
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.5,93136,1,0,2.5,0,256,166
Acer,Netbook,Intel Celeron,4,Intel HD,Windows 10,1.4,25749,0,0,1.6,0,0,135
Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows 10,1.38,167414,0,1,2.7,0,512,157
Asus,2 in 1 Convertible,Intel Core M,4,Intel HD,Linux/Others,1.2,64037,0,1,0.9,0,0,176
Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.36,179666,0,1,2.5,0,512,166
HP,Notebook,Intel Core i7,4,AMD Radeon,Windows 10,2.1,65951,1,0,2.7,500,0,141
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.56,78395,0,0,2.5,1000,0,141
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.2,38192,0,0,2.9,0,256,141
Lenovo,Notebook,AMD A-Series,8,AMD Radeon,Windows 10,2.2,41064,0,0,3.6,1000,0,100
Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,59485,0,0,2.5,2000,0,141
Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.9,43074,0,0,2.0,500,0,100
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,2.18,76097,0,0,2.5,0,256,141
Acer,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.6,95624,1,1,1.6,0,256,166
Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 7,2.18,177561,0,0,2.5,0,512,141
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.8,114003,0,0,2.3,0,256,157
HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.71,62698,1,0,2.5,2000,0,127
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,119554,1,0,2.8,1000,128,141
Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Linux/Others,1.64,104239,0,0,2.8,0,256,157
Dell,Notebook,Intel Core i5,8,Intel HD,Linux/Others,1.98,69493,0,0,2.5,1000,0,141
Asus,Notebook,Intel Celeron,4,Intel HD,Windows 10,1.5,28525,0,0,1.1,0,0,157
Dell,Notebook,Intel Core i5,16,Intel HD,Windows 10,1.93,136560,0,0,2.6,0,512,141
Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,1.87,82039,1,0,2.5,0,256,157
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.9,112854,0,0,2.6,0,256,141
Lenovo,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.19,28525,0,0,2.0,500,0,100
HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.63,114864,0,0,2.7,0,256,127
Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows 10,1.17,161445,1,0,2.5,0,512,210
HP,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.58,80079,1,1,2.5,0,256,118
Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.32,143484,1,0,2.5,0,256,157
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.36,350278,0,0,2.8,1000,1000,255
MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.7,129077,0,0,2.8,1000,128,127
Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,1.9,46893,0,0,2.5,1000,0,100
Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows 10,2.2,68823,0,0,1.6,1000,128,141
Dell,2 in 1 Convertible,Intel Core i3,4,Intel HD,Windows 10,1.71,62122,0,1,2.4,1000,0,166
Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux/Others,2.32,56429,0,0,2.5,1000,0,100
HP,Notebook,AMD A-Series,4,AMD Radeon,Windows 10,2.1,46807,0,0,3.0,1000,0,141
Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,185218,1,0,2.6,1000,128,127
Dell,Notebook,Intel Core i5,12,Intel HD,Windows 10,2.25,62122,0,0,2.5,1000,0,100
HP,Notebook,AMD A-Series,6,AMD Radeon,Windows 10,2.1,62218,0,0,3.0,1000,128,141
Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.4,53507,0,0,2.5,500,0,100
Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.44,91891,1,0,2.5,0,256,166
Lenovo,Notebook,Intel Core i7,4,Intel HD,Windows 10,1.85,74566,0,0,2.7,1000,0,141
HP,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.6,231547,0,0,2.8,0,256,141
Dell,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows 10,1.55,63079,0,1,1.6,1000,0,166
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.8,200484,0,0,2.8,1000,256,141
Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,2.4,39322,0,0,2.0,500,0,100
Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows 10,2.0,115534,0,0,2.7,1000,128,141
Dell,Notebook,Intel Core i3,8,Intel HD,Windows 10,2.0,63654,0,0,2.0,0,256,100
Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.25,146930,1,1,2.5,0,256,157
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.7,95624,0,1,2.5,0,256,157
Lenovo,Workstation,Intel Core i7,16,Nvidia Quadro,Windows 10,2.5,315780,1,0,2.8,0,1000,282
Acer,Notebook,Intel Celeron,2,Intel HD,Linux/Others,1.68,31588,0,0,1.6,0,0,112
HP,Notebook,Intel Core i3,8,Intel HD,Windows 10,1.86,51593,0,0,2.0,0,256,141
Dell,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.6,107849,0,0,2.5,0,256,112
HP,Workstation,Intel Xeon,16,Nvidia Quadro,Windows 7,3.0,420115,1,0,2.9,0,256,127
Lenovo,Netbook,Intel Celeron,4,Intel HD,Windows 10,1.4,45467,0,1,1.6,0,128,135
HP,Notebook,Intel Core i5,8,Intel HD,Windows 10,1.84,181868,0,0,2.4,0,256,141
Asus,Notebook,Intel Core i5,4,Nvidia GeForce,No OS,2.45,55422,0,0,2.3,1000,0,100
Lenovo,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.7,104909,0,0,2.3,0,180,157
Asus,Notebook,Intel Core i7,4,Intel HD,Windows 10,2.37,81352,0,0,2.7,0,256,100
Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows 10,1.3,114768,1,1,1.8,0,256,276
HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,105196,1,0,2.5,1000,128,141
HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows 7,2.59,149419,0,0,2.6,0,256,141
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.42,274620,1,0,2.8,1000,256,282
Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,2.1,57336,0,0,2.5,0,256,100
Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.5,100315,1,0,2.8,1000,128,141
Dell,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.18,177943,0,0,2.8,0,256,176
Asus,Ultrabook,Intel Core i5,8,Intel HD,Windows 10,1.2,108068,1,0,2.5,0,256,276
Dell,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.65,81266,0,0,2.0,500,0,118
Acer,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.6,62697,0,0,2.3,0,128,118
Asus,Notebook,Intel Pentium,4,Nvidia GeForce,Windows 10,2.8,45021,0,0,1.1,1000,0,91
Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,2.72,105196,1,1,2.6,1000,128,282
Acer,Notebook,Intel Pentium,4,Intel HD,Linux/Others,2.1,28525,0,0,1.1,1000,0,100
Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows 10,2.3,113071,0,0,2.7,0,256,141
Toshiba,Notebook,Intel Core i5,4,Intel HD,Windows 10,1.75,97634,1,0,2.3,0,128,112
Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows 10,2.62,105196,0,0,2.8,1000,0,141
HP,Ultrabook,Intel Core i5,4,Intel HD,Windows 10,1.26,119076,0,0,2.3,0,256,125
Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows 10,2.3,80309,0,1,2.7,2000,0,141
Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows 7,2.5,226856,0,0,2.7,0,512,282
Acer,Notebook,Intel Core i3,4,Intel HD,Windows 10,1.8,60878,1,0,2.4,0,128,157
Asus,Notebook,Intel Pentium,8,Intel HD,Windows 10,2.0,55699,0,0,1.1,0,128,141
Dell,Gaming,Intel Core i7,32,Nvidia GeForce,Windows 10,4.42,343520,1,0,2.8,1000,1000,127
Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.3,224942,1,0,2.6,1000,256,127
Toshiba,Ultrabook,Intel Core i7,16,Nvidia GeForce,Windows 10,1.47,168850,1,0,2.6,0,512,157
Lenovo,Notebook,Intel Celeron,8,Intel HD,No OS,2.2,31492,0,0,1.6,1000,0,100
Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows 10,1.7,220060,0,0,2.7,0,512,157
MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,1.6,181007,1,0,2.8,1000,256,157
MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.2,104239,0,0,2.5,1000,128,141
Lenovo,Gaming,Intel Core i7,4,Nvidia GeForce,Windows 10,2.4,95624,1,0,2.8,1000,0,141
Acer,Gaming,Intel Core i7,16,Nvidia GeForce,Windows 10,4.2,220060,1,0,2.8,1000,256,127
Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows 10,2.62,94284,0,0,2.5,0,256,141
